code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std,roe_score,growth_score,turnover_score,ret_past_score,alpha
300255.SZ,常山药业,医药,7311440985.96,5.73,-34.65,99.95,4.27,-17.01,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.86,-0.72,-0.71,-0.29,-0.65
300267.SZ,尔康制药,医药,12953158583.60,3.95,-59.08,201.55,8.65,-23.25,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.12,-1.03,-2.56,-0.55,-1.31
300273.SZ,和佳股份,医药,4934346618.96,4.11,12.10,107.16,2.81,-17.07,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.09,-0.13,-0.84,-0.21,-0.57
300289.SZ,利德曼,医药,3056837411.10,3.09,-38.47,26.66,-5.35,-12.67,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.24,-0.77,0.63,0.26,-0.28
300294.SZ,博雅生物,医药,12973746398.22,15.31,32.92,13.42,-1.09,-9.75,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.50,0.13,0.87,0.01,0.38
300298.SZ,三诺生物,医药,7117312501.06,15.47,20.35,27.09,1.45,-0.36,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.53,-0.03,0.62,-0.13,0.25
300314.SZ,戴维医疗,医药,2620800000.00,3.67,-38.74,33.22,-9.00,-5.16,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.16,-0.78,0.51,0.47,-0.24
300318.SZ,博晖创新,医药,3769379955.00,5.25,64.04,15.13,-8.91,-12.17,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.93,0.53,0.84,0.46,0.22
300326.SZ,凯利泰,医药,7763435311.75,20.44,137.31,29.23,-3.59,-13.77,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.24,1.46,0.58,0.16,0.86
300347.SZ,泰格医药,医药,33211722056.80,18.26,52.57,29.09,0.15,0.20,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.93,0.38,0.59,-0.06,0.46
300357.SZ,我武生物,医药,13938969600.00,26.30,24.59,19.65,0.50,16.02,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,2.07,0.03,0.76,-0.08,0.69
300358.SZ,楚天科技,医药,3997588200.04,1.77,-74.23,33.76,-4.52,-11.14,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.43,-1.23,0.50,0.21,-0.49
300363.SZ,博腾股份,医药,4792460716.39,5.85,17.93,21.72,-20.81,4.30,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.84,-0.06,0.72,1.14,0.24
300396.SZ,迪瑞医疗,医药,5216967000.00,15.11,13.65,26.37,15.60,-11.68,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.48,-0.11,0.63,-0.94,0.01
300401.SZ,花园生物,医药,6997609399.00,21.63,135.74,56.08,2.53,19.12,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.41,1.44,0.09,-0.19,0.68
300404.SZ,博济医药,医药,3025196325.00,1.81,142.11,113.33,54.30,5.98,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.42,1.52,-0.95,-3.00,-0.96
300406.SZ,九强生物,医药,7873052825.67,18.60,10.07,37.59,-4.21,-14.02,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.97,-0.16,0.43,0.19,0.36
300436.SZ,广生堂,医药,3826829482.00,2.98,-50.13,34.09,0.07,-9.15,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.25,-0.92,0.49,-0.05,-0.43
300439.SZ,美康生物,医药,5344910339.00,13.59,-3.46,32.23,-4.46,-3.63,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.26,-0.33,0.53,0.21,0.17
300452.SZ,山河药辅,医药,2294016000.00,15.00,45.98,54.59,-0.72,-3.11,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.46,0.30,0.12,-0.01,0.22
300453.SZ,三鑫医疗,医药,2242314950.00,6.94,-3.44,104.24,1.55,-15.61,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.69,-0.33,-0.79,-0.14,-0.49
300463.SZ,迈克生物,医药,12661020000.00,17.13,18.23,22.31,12.33,0.00,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.76,-0.05,0.71,-0.76,0.17
300482.SZ,万孚生物,医药,11650499453.34,20.77,53.99,15.20,-2.05,3.24,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.28,0.40,0.84,0.07,0.65
300485.SZ,赛升药业,医药,5243517780.00,11.62,0.58,32.81,-7.91,-4.07,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.02,-0.28,0.52,0.40,0.16
300497.SZ,富祥股份,医药,4658074125.00,18.97,10.25,148.24,-7.37,-12.29,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.03,-0.15,-1.59,0.37,-0.09
300519.SZ,新光药业,医药,2454400000.00,12.06,-17.11,65.01,-1.79,-5.57,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.04,-0.50,-0.07,0.05,-0.12
300529.SZ,健帆生物,医药,25662501060.00,26.02,40.95,35.85,-1.17,-1.51,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,2.03,0.23,0.46,0.02,0.69
300534.SZ,陇神戎发,医药,2071846350.00,1.71,-28.25,111.40,-5.27,-9.23,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.43,-0.64,-0.92,0.25,-0.69
300558.SZ,贝达药业,医药,16088120000.00,7.87,-34.79,35.26,-10.77,-1.04,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.56,-0.73,0.47,0.57,-0.06
300562.SZ,乐心医疗,医药,2268078320.55,4.61,26.17,105.71,-10.82,-4.94,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.02,0.05,-0.81,0.57,-0.30
300573.SZ,兴齐眼药,医药,4945800000.00,2.49,-76.56,117.85,214.47,-14.82,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.32,-1.25,-1.04,-3.00,-1.65
300583.SZ,赛托生物,医药,3718049804.81,7.25,48.04,70.87,-9.11,-5.90,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.64,0.32,-0.18,0.47,-0.01
300584.SZ,海辰药业,医药,3016800000.00,15.15,26.86,116.57,-13.25,-4.91,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.48,0.06,-1.01,0.71,0.06
300595.SZ,欧普康视,医药,12971069958.36,23.65,41.17,43.83,-0.79,9.57,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.69,0.24,0.32,-0.00,0.56
300601.SZ,康泰生物,医药,33466185610.80,30.01,102.92,52.86,-8.47,-1.97,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,2.60,1.02,0.15,0.44,1.05
300630.SZ,普利制药,医药,13111768859.40,22.61,84.37,28.37,-4.80,-1.23,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.55,0.78,0.60,0.23,0.79
300633.SZ,开立医疗,医药,12116302900.00,21.32,32.94,35.87,2.06,-2.34,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.36,0.13,0.46,-0.17,0.45
300637.SZ,扬帆新材,医药,3394632492.00,21.73,110.83,106.25,-14.08,-13.14,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.42,1.12,-0.82,0.76,0.62
300639.SZ,凯普生物,医药,3457044573.30,11.83,16.32,95.60,5.69,-10.75,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.01,-0.08,-0.63,-0.38,-0.27
300642.SZ,透景生命,医药,3815412300.00,14.76,11.73,49.54,-5.00,-4.05,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.43,-0.14,0.21,0.24,0.18
300653.SZ,正海生物,医药,4168000000.00,16.96,39.15,64.74,-5.63,31.75,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.74,0.21,-0.07,0.27,0.29
300676.SZ,华大基因,医药,26798698000.00,9.30,-3.74,36.58,-11.20,-9.82,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.35,-0.33,0.45,0.59,0.09
300677.SZ,英科医疗,医药,3712311804.60,15.19,23.61,58.19,-0.42,-13.12,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.49,0.01,0.05,-0.03,0.13
300683.SZ,海特生物,医药,3232945651.20,5.64,-35.22,66.33,-4.90,-5.37,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.87,-0.73,-0.09,0.23,-0.37
300685.SZ,艾德生物,医药,7074720000.00,18.03,34.73,28.27,-10.92,7.71,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.89,0.16,0.60,0.58,0.56
300702.SZ,天宇股份,医药,6332813034.00,11.97,63.36,132.56,3.58,2.94,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.03,0.52,-1.30,-0.25,-0.25
300705.SZ,九典制药,医药,3003904000.00,10.44,4.98,150.91,-10.43,-6.02,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.19,-0.22,-1.64,0.55,-0.38
300723.SZ,一品红,医药,7172643500.00,17.31,34.15,90.26,18.89,3.66,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.79,0.15,-0.53,-1.13,-0.18
300725.SZ,药石科技,医药,10029800091.18,24.36,98.41,55.06,-7.50,-5.47,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.80,0.96,0.11,0.38,0.81
300753.SZ,爱朋医疗,医药,2996872000.00,15.99,18.08,149.72,-7.49,-3.50,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.60,-0.06,-1.62,0.38,-0.17
300759.SZ,康龙化成,医药,23429680627.50,15.68,49.33,199.17,-15.26,1.46,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.56,0.34,-2.52,0.83,-0.20
300760.SZ,迈瑞医疗,医药,171217957903.44,34.16,43.23,48.31,4.87,5.44,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,3.00,0.26,0.23,-0.33,0.79
300765.SZ,新诺威,医药,8242000000.00,25.47,15.09,289.64,-22.23,-2.23,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.95,-0.09,-3.00,1.22,0.02
600055.SH,万东医疗,医药,6630406599.74,8.05,47.59,16.62,-8.23,-14.85,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.53,0.32,0.81,0.42,0.26
600056.SH,中国医药,医药,15973858733.30,19.05,14.81,43.84,-2.86,-8.16,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.04,-0.10,0.32,0.11,0.34
600062.SH,华润双鹤,医药,14876569744.60,12.66,12.17,43.50,3.41,-9.89,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.13,-0.13,0.32,-0.24,0.02
600080.SH,金花股份,医药,2848052274.55,2.65,-31.45,154.74,-9.38,-10.75,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.30,-0.68,-1.71,0.49,-0.80
600085.SH,同仁堂,医药,42748728066.54,12.83,4.64,15.88,4.14,-6.26,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.15,-0.23,0.83,-0.29,0.12
600090.SH,同济堂,医药,8234872045.40,8.90,-2.82,40.93,-8.92,-17.83,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.41,-0.32,0.37,0.46,0.03
600129.SH,太极集团,医药,6320709944.40,3.11,-34.02,27.78,2.16,-3.35,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.24,-0.72,0.61,-0.17,-0.38
600161.SH,天坛生物,医药,21952702951.20,15.89,-46.87,16.68,0.40,5.87,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.59,-0.88,0.81,-0.07,0.11
600196.SH,复星医药,医药,71279074517.61,10.16,-15.77,33.11,-2.28,-14.98,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.23,-0.48,0.51,0.08,-0.03
600211.SH,西藏药业,医药,6821937405.90,10.04,-6.92,30.47,-6.63,-14.67,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.25,-0.37,0.56,0.33,0.07
600216.SH,浙江医药,医药,10009725460.00,4.88,36.60,70.11,-2.99,2.03,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.98,0.18,-0.16,0.12,-0.21
600252.SH,中恒集团,医药,11224596084.81,10.65,1.40,21.57,-1.52,-8.07,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.16,-0.27,0.72,0.04,0.08
600276.SH,恒瑞医药,医药,290814516336.75,23.17,23.33,10.32,0.50,-5.46,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.63,0.01,0.93,-0.08,0.62
600285.SH,羚锐制药,医药,5495028423.06,11.43,9.26,52.23,6.24,-6.40,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.05,-0.17,0.16,-0.41,-0.11
600329.SH,中新药业,医药,10353549916.12,11.95,19.97,25.26,-0.69,-7.94,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.03,-0.03,0.66,-0.01,0.16
600332.SH,白云山,医药,71622155270.41,16.97,66.78,35.54,16.64,-14.95,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.74,0.56,0.47,-1.00,0.19
600351.SH,亚宝药业,医药,5890500175.95,9.58,42.14,40.93,-6.36,-15.56,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.31,0.25,0.37,0.32,0.16
600380.SH,健康元,医药,16977172040.88,8.21,-68.76,18.87,-0.79,-5.06,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.51,-1.16,0.77,-0.00,-0.22
600420.SH,现代制药,医药,10593955506.10,10.87,30.71,37.68,-1.38,-9.77,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.13,0.10,0.43,0.03,0.11
600422.SH,昆药集团,医药,8714140468.56,8.96,1.91,192.19,8.75,-16.36,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.40,-0.26,-2.39,-0.55,-0.90
600436.SH,片仔癀,医药,69562474313.00,24.98,44.63,16.53,0.35,-6.76,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.88,0.28,0.81,-0.07,0.73
600479.SH,千金药业,医药,4553357432.96,13.07,22.66,46.19,6.98,-9.28,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.19,0.00,0.27,-0.45,0.00
600488.SH,天药股份,医药,5000840994.40,5.52,21.26,32.46,-1.93,-4.16,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.89,-0.02,0.52,0.06,-0.08
600511.SH,国药股份,医药,18980161028.53,16.13,18.93,32.15,-6.51,-7.43,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.62,-0.04,0.53,0.32,0.36
600513.SH,联环药业,医药,2158049401.20,8.14,5.12,63.16,-0.92,-5.29,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.52,-0.22,-0.04,0.00,-0.19
600521.SH,华海药业,医药,18725054410.86,2.40,-78.37,27.71,-3.42,-7.15,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.34,-1.28,0.61,0.15,-0.46
600529.SH,山东药玻,医药,11899354936.00,10.57,36.33,26.26,9.80,0.00,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.17,0.18,0.64,-0.61,0.01
600535.SH,天士力,医药,33157643739.68,16.11,13.53,21.44,-2.66,-16.24,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.62,-0.11,0.72,0.10,0.33
600557.SH,康缘药业,医药,7885317805.40,11.89,15.71,20.37,-0.30,8.80,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.02,-0.09,0.74,-0.03,0.16
600566.SH,济川药业,医药,29418215224.90,34.24,37.90,21.50,4.58,-5.54,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,3.00,0.20,0.72,-0.31,0.90
600572.SH,康恩贝,医药,21738659630.00,14.13,10.74,117.10,-20.25,-21.60,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.34,-0.15,-1.02,1.11,0.07
600587.SH,新华医疗,医药,6332149657.78,0.69,-17.95,19.02,2.03,4.11,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.58,-0.51,0.77,-0.17,-0.37
600613.SH,神奇制药,医药,3744684427.88,4.24,-17.72,60.57,-14.85,-0.28,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.07,-0.51,0.01,0.80,-0.19
600645.SH,中源协和,医药,8803221780.00,2.77,164.74,35.88,-6.98,-10.45,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.28,1.80,0.46,0.35,0.33
600664.SH,哈药股份,医药,12036580679.52,5.36,-13.08,96.87,-23.56,-13.63,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.91,-0.45,-0.65,1.30,-0.18
600713.SH,南京医药,医药,5083062870.72,8.20,21.56,27.51,-3.56,-6.97,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.51,-0.01,0.61,0.15,0.06
600750.SH,江中药业,医药,7467600000.00,15.25,12.57,39.03,-1.66,-7.99,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.50,-0.13,0.40,0.05,0.20
600763.SH,通策医疗,医药,24779059200.00,28.78,58.46,22.20,9.62,4.37,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,2.43,0.46,0.71,-0.60,0.75
600771.SH,广誉远,医药,10709877285.80,17.81,57.42,56.36,2.64,-16.96,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.86,0.44,0.09,-0.20,0.30
600789.SH,鲁抗医药,医药,6297028102.80,6.61,34.52,202.25,-6.16,-7.85,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.74,0.15,-2.58,0.30,-0.71
600812.SH,华北制药,医药,7746322462.75,2.80,909.94,22.12,-6.31,-7.79,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.28,3.00,0.71,0.31,0.69
600829.SH,人民同泰,医药,4378158907.35,16.16,1.44,41.57,-0.13,-6.09,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.63,-0.27,0.36,-0.04,0.17
600833.SH,第一医药,医药,2326790599.21,6.89,8.53,42.29,-8.35,-4.03,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.70,-0.18,0.34,0.43,-0.02
600851.SH,海欣股份,医药,7499029341.62,3.76,77.57,18.49,-2.99,-10.10,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.14,0.70,0.78,0.12,0.11
600867.SH,通化东宝,医药,32137018568.60,18.13,-0.14,38.83,-8.99,-4.23,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.91,-0.29,0.41,0.47,0.37
600896.SH,览海投资,医药,4667062032.75,6.64,116.98,26.79,-3.59,0.37,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.73,1.20,0.63,0.16,0.31
600976.SH,健民集团,医药,2808728366.00,7.29,-11.09,46.71,5.11,-10.70,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.64,-0.43,0.26,-0.34,-0.29
600993.SH,马应龙,医药,7457232314.30,7.90,-46.72,26.09,7.45,-0.23,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.55,-0.88,0.64,-0.48,-0.32
600998.SH,九州通,医药,29479318724.10,7.29,-6.21,12.69,0.13,-16.88,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.64,-0.36,0.88,-0.06,-0.04
601607.SH,上海医药,医药,50790779574.56,10.63,9.82,26.28,-4.84,-6.50,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.16,-0.16,0.64,0.23,0.14
603079.SH,圣达生物,医药,3166240000.00,5.71,-41.35,224.78,37.43,6.64,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.86,-0.81,-2.99,-2.19,-1.71
603108.SH,润达医疗,医药,7336901440.14,10.93,45.31,43.54,4.28,-17.14,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.12,0.29,0.32,-0.29,0.05
603127.SH,昭衍新药,医药,7470049216.00,17.93,41.52,68.54,-9.41,-1.83,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.88,0.24,-0.14,0.49,0.37
603222.SH,济民制药,医药,9488000000.00,4.00,-22.99,17.03,18.98,21.75,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.11,-0.58,0.81,-1.14,-0.50
603229.SH,奥翔药业,医药,2214400000.00,7.55,-17.26,65.98,-9.42,-6.58,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.60,-0.50,-0.09,0.49,-0.18
603233.SH,大参林,医药,19160479000.00,18.36,10.76,53.27,-3.23,25.82,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.94,-0.15,0.14,0.14,0.27
603259.SH,药明康德,医药,102874997961.54,18.81,79.97,81.69,-5.65,-10.53,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.00,0.73,-0.38,0.27,0.41
603301.SH,振德医疗,医药,3425000000.00,15.47,6.36,119.32,-10.78,-7.65,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.53,-0.20,-1.06,0.57,-0.04
603309.SH,维力医疗,医药,3838000000.00,7.19,-6.34,48.48,32.80,-1.36,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.65,-0.36,0.23,-1.93,-0.68
603351.SH,威尔药业,医药,3664001832.00,19.49,4.08,138.20,-4.50,-2.57,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.10,-0.23,-1.41,0.21,-0.08
603367.SH,辰欣药业,医药,7738735710.00,12.79,37.57,37.84,-4.58,-8.08,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.14,0.19,0.43,0.21,0.24
603368.SH,柳药股份,医药,9461362065.32,14.40,32.85,33.93,19.62,-3.82,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.37,0.13,0.50,-1.17,-0.04
603387.SH,基蛋生物,医药,7351219730.40,20.06,29.34,97.06,6.29,-8.77,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.18,0.09,-0.66,-0.41,0.05
603456.SH,九洲药业,医药,6414877801.16,5.77,6.22,15.81,-15.41,4.53,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.86,-0.21,0.83,0.83,0.15
603520.SH,司太立,医药,3994800000.00,10.72,17.33,19.82,12.28,-12.65,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.15,-0.06,0.75,-0.75,-0.05
603538.SH,美诺华,医药,3239190480.00,8.33,110.32,115.33,10.14,-2.99,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.49,1.11,-0.99,-0.63,-0.25
603567.SH,珍宝岛,医药,11234386800.00,9.59,-11.43,6.01,-3.15,-5.90,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.31,-0.43,1.01,0.13,0.10
603590.SH,康辰药业,医药,5840000000.00,13.76,-44.88,93.98,-3.39,5.64,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.28,-0.85,-0.60,0.14,-0.26
603658.SH,安图生物,医药,27274800000.00,31.29,27.87,22.86,-2.42,1.81,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,2.78,0.07,0.70,0.09,0.91
603669.SH,灵康药业,医药,4353440000.00,13.65,13.48,14.08,-5.68,-5.10,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.27,-0.11,0.86,0.28,0.32
603676.SH,卫信康,医药,4851810000.00,8.37,-27.71,109.13,-13.56,-7.51,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.49,-0.64,-0.88,0.73,-0.32
603707.SH,健友股份,医药,18488972656.00,18.98,35.11,33.39,-8.33,1.70,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,1.03,0.16,0.51,0.43,0.53
603716.SH,塞力斯,医药,3940810649.89,7.67,9.24,210.43,-14.47,-7.29,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.58,-0.17,-2.73,0.78,-0.67
603718.SH,海利生物,医药,9492560000.00,2.00,-114.38,24.10,13.47,-7.39,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.39,-1.73,0.68,-0.82,-0.82
603811.SH,诚意药业,医药,2504880000.00,15.38,40.67,73.89,10.35,-10.85,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.51,0.23,-0.23,-0.64,-0.03
603858.SH,步长制药,医药,28283109400.00,14.05,16.39,57.36,10.15,-19.71,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.33,-0.08,0.07,-0.63,-0.08
603882.SH,金域医学,医药,16163325568.10,12.94,22.73,21.16,14.68,-8.36,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.17,0.00,0.73,-0.89,0.00
603883.SH,老百姓,医药,16637462551.90,14.56,27.00,10.95,-7.67,-1.96,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,0.40,0.06,0.92,0.39,0.44
603896.SH,寿仙谷,医药,5733384000.00,11.61,21.12,120.56,-4.67,-5.08,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.02,-0.02,-1.08,0.22,-0.23
603939.SH,益丰药房,医药,22627200660.30,11.53,39.09,8.64,3.50,4.28,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.03,0.21,0.96,-0.25,0.22
603963.SH,大理药业,医药,2082600000.00,2.31,-75.93,127.36,-6.81,-14.73,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-1.35,-1.25,-1.21,0.34,-0.87
603987.SH,康德莱,医药,3175168710.00,11.30,26.17,40.14,-6.38,-1.69,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.07,0.05,0.38,0.32,0.17
603998.SH,方盛制药,医药,4370593427.20,7.16,23.50,184.51,49.40,-12.69,11.77,7.01,22.46,78.91,61.14,54.77,-0.86,17.45,-0.66,0.01,-2.25,-2.88,-1.44
000032.SZ,深桑达A,通信,3752034521.88,7.54,102.29,20.78,-10.37,0.11,8.77,7.37,37.95,134.09,128.37,85.49,-4.52,12.50,-0.17,0.48,1.26,0.47,0.51
000034.SZ,神州数码,通信,10026899753.22,14.25,-28.65,42.81,-1.23,-16.57,8.77,7.37,37.95,134.09,128.37,85.49,-4.52,12.50,0.74,-0.50,1.00,-0.26,0.25
000070.SZ,特发信息,通信,9141583396.68,12.83,5.25,196.93,0.28,1.32,8.77,7.37,37.95,134.09,128.37,85.49,-4.52,12.50,0.55,-0.24,-0.80,-0.38,-0.22
000836.SZ,富通鑫茂,通信,5691824105.04,4.32,-21.10,159.34,-0.42,-5.94,8.77,7.37,37.95,134.09,128.37,85.49,-4.52,12.50,-0.60,-0.44,-0.36,-0.33,-0.43
